VTX, IDX, ATTRIBUTE0.x, ATTRIBUTE0.y, ATTRIBUTE0.z, ATTRIBUTE1.x, ATTRIBUTE1.y, ATTRIBUTE1.z, ATTRIBUTE1.w, ATTRIBUTE2.x, ATTRIBUTE2.y, ATTRIBUTE2.z, ATTRIBUTE2.w, ATTRIBUTE5.x, ATTRIBUTE5.y, ATTRIBUTE6.x, ATTRIBUTE6.y, ATTRIBUTE13.x, ATTRIBUTE13.y, ATTRIBUTE13.z, ATTRIBUTE13.w, ATTRIBUTE3.x, ATTRIBUTE3.y, ATTRIBUTE3.z, ATTRIBUTE3.w, ATTRIBUTE14.x, ATTRIBUTE14.y, ATTRIBUTE14.z, ATTRIBUTE14.w, ATTRIBUTE4.x, ATTRIBUTE4.y, ATTRIBUTE4.z, ATTRIBUTE4.w, ATTRIBUTE15.x, ATTRIBUTE15.y, ATTRIBUTE15.z, ATTRIBUTE15.w
3772, 17436, -10.36589, -40.46597,  0.29328, -0.45669, -0.3937,  0.79528,  1.00, -0.14173,  0.53543,  0.83465, -1.00,  0.78528,  0.11029,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.24314, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3773, 17438, -10.67779, -39.93575,  0.18016, -0.13386,  0.48819,  0.85827,  1.00, -0.14173,  0.53543,  0.83465, -1.00,  0.76397,  0.09444,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.19216, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3774, 17439, -11.05183, -40.14999,  0.14086, -0.34646, -0.61417,  0.70866,  1.00, -0.14173,  0.53543,  0.83465, -1.00,  0.77138,  0.10921,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.19216, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3775, 17438, -10.67779, -39.93575,  0.18016, -0.13386,  0.48819,  0.85827,  1.00, -0.14173,  0.53543,  0.83465, -1.00,  0.76397,  0.09444,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.19216, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3776, 17436, -10.36589, -40.46597,  0.29328, -0.45669, -0.3937,  0.79528,  1.00, -0.14173,  0.53543,  0.83465, -1.00,  0.78528,  0.11029,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.24314, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3777, 17438, -10.67779, -39.93575,  0.18016, -0.13386,  0.48819,  0.85827,  1.00, -0.14173,  0.53543,  0.83465, -1.00,  0.76397,  0.09444,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.19216, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3778, 17439, -11.05183, -40.14999,  0.14086, -0.34646, -0.61417,  0.70866,  1.00, -0.14173,  0.53543,  0.83465, -1.00,  0.77138,  0.10921,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.19216, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3779, 17440, -11.80795, -39.9995, -2.44926E-15, -0.98425,  0.16535,  0.00,  1.00, -0.14173,  0.53543,  0.83465,  1.00,  0.74975,  0.10783,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.14118, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3780, 17441, -17.64031, -43.20352,  0.32583,  0.74803,  0.45669,  0.48819,  1.00,  0.86614,  0.50394,  0.00, -1.00,  0.59079,  0.11746,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.44706, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3781, 17442, -17.63275, -43.23508,  0.46618,  0.73228,  0.4252,  0.52756,  1.00,  0.88189,  0.45669,  0.08661,  1.00,  0.5909,  0.12365,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.44706, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3782, 17443, -17.8731, -42.63323,  0.27727,  0.74016,  0.32283,  0.59055,  1.00,  0.92913,  0.3622,  0.08661,  1.00,  0.57547,  0.11746,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.39608, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3783, 17444, -17.87643, -42.67016,  0.41437,  0.69291,  0.30709,  0.65354,  1.00,  0.93701,  0.33071,  0.12598,  1.00,  0.57562,  0.12343,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.39608, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3784, 17443, -17.8731, -42.63323,  0.27727,  0.74016,  0.32283,  0.59055,  1.00,  0.92913,  0.3622,  0.08661,  1.00,  0.57547,  0.11746,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.39608, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3785, 17442, -17.63275, -43.23508,  0.46618,  0.73228,  0.4252,  0.52756,  1.00,  0.88189,  0.45669,  0.08661,  1.00,  0.5909,  0.12365,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.44706, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3786, 17443, -17.8731, -42.63323,  0.27727,  0.74016,  0.32283,  0.59055,  1.00,  0.92913,  0.3622,  0.08661,  1.00,  0.57547,  0.11746,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.39608, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3787, 17444, -17.87643, -42.67016,  0.41437,  0.69291,  0.30709,  0.65354,  1.00,  0.93701,  0.33071,  0.12598,  1.00,  0.57562,  0.12343,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.39608, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3788, 17445, -18.04759, -42.04629,  0.20959,  0.85039,  0.22835,  0.46457,  1.00,  0.9685,  0.22835,  0.11024, -1.00,  0.56578,  0.11746,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.3451, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3789, 17446, -18.05485, -42.08532,  0.34034,  0.74803,  0.1811,  0.6378,  1.00,  0.98425,  0.14173,  0.07874,  1.00,  0.56595,  0.12307,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.3451, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3790, 17445, -18.04759, -42.04629,  0.20959,  0.85039,  0.22835,  0.46457,  1.00,  0.9685,  0.22835,  0.11024, -1.00,  0.56578,  0.11746,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.3451, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3791, 17444, -17.87643, -42.67016,  0.41437,  0.69291,  0.30709,  0.65354,  1.00,  0.93701,  0.33071,  0.12598,  1.00,  0.57562,  0.12343,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.39608, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3792, 17445, -18.04759, -42.04629,  0.20959,  0.85039,  0.22835,  0.46457,  1.00,  0.9685,  0.22835,  0.11024, -1.00,  0.56578,  0.11746,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.3451, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3793, 17446, -18.05485, -42.08532,  0.34034,  0.74803,  0.1811,  0.6378,  1.00,  0.98425,  0.14173,  0.07874,  1.00,  0.56595,  0.12307,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.3451, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3794, 17447, -18.07973, -41.53861,  0.1537,  0.8189,  0.00787,  0.5748,  1.00,  1.00, -0.0315,  0.01575, -1.00,  0.55859,  0.11746,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.29412, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3795, 17448, -18.08076, -41.5738,  0.27117,  0.8189, -0.0315,  0.5748,  1.00,  0.99213, -0.13386, -0.05512,  1.00,  0.55876,  0.12264,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.29412, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3796, 17447, -18.07973, -41.53861,  0.1537,  0.8189,  0.00787,  0.5748,  1.00,  1.00, -0.0315,  0.01575, -1.00,  0.55859,  0.11746,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.29412, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3797, 17446, -18.05485, -42.08532,  0.34034,  0.74803,  0.1811,  0.6378,  1.00,  0.98425,  0.14173,  0.07874,  1.00,  0.56595,  0.12307,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.3451, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3798, 17447, -18.07973, -41.53861,  0.1537,  0.8189,  0.00787,  0.5748,  1.00,  1.00, -0.0315,  0.01575, -1.00,  0.55859,  0.11746,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.29412, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3799, 17448, -18.08076, -41.5738,  0.27117,  0.8189, -0.0315,  0.5748,  1.00,  0.99213, -0.13386, -0.05512,  1.00,  0.55876,  0.12264,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.29412, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3800, 17449, -17.96582, -41.01807,  0.10129,  0.89764, -0.25984,  0.34646,  1.00,  0.94488, -0.29134, -0.12598, -1.00,  0.54805,  0.11788,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.24314, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3801, 17450, -17.95864, -41.05001,  0.2046,  0.83465, -0.22835,  0.51181,  1.00,  0.92126, -0.35433, -0.16535,  1.00,  0.54823,  0.12183,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.24314, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3802, 17449, -17.96582, -41.01807,  0.10129,  0.89764, -0.25984,  0.34646,  1.00,  0.94488, -0.29134, -0.12598, -1.00,  0.54805,  0.11788,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.24314, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3803, 17448, -18.08076, -41.5738,  0.27117,  0.8189, -0.0315,  0.5748,  1.00,  0.99213, -0.13386, -0.05512,  1.00,  0.55876,  0.12264,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.29412, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3804, 17449, -17.96582, -41.01807,  0.10129,  0.89764, -0.25984,  0.34646,  1.00,  0.94488, -0.29134, -0.12598, -1.00,  0.54805,  0.11788,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.24314, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3805, 17450, -17.95864, -41.05001,  0.2046,  0.83465, -0.22835,  0.51181,  1.00,  0.92126, -0.35433, -0.16535,  1.00,  0.54823,  0.12183,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.24314, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3806, 17451, -17.71408, -40.44258,  0.04981,  0.89764, -0.40945,  0.15748,  1.00,  0.88976, -0.4252, -0.17323, -1.00,  0.53806,  0.11874,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.19216, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3807, 17452, -17.70861, -40.45837,  0.118,  0.72441, -0.2126,  0.66142,  1.00,  0.88189, -0.43307, -0.17323,  1.00,  0.53812,  0.12075,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.19216, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3808, 17451, -17.71408, -40.44258,  0.04981,  0.89764, -0.40945,  0.15748,  1.00,  0.88976, -0.4252, -0.17323, -1.00,  0.53806,  0.11874,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.19216, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3809, 17450, -17.95864, -41.05001,  0.2046,  0.83465, -0.22835,  0.51181,  1.00,  0.92126, -0.35433, -0.16535,  1.00,  0.54823,  0.12183,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.24314, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3810, 17451, -17.71408, -40.44258,  0.04981,  0.89764, -0.40945,  0.15748,  1.00,  0.88976, -0.4252, -0.17323, -1.00,  0.53806,  0.11874,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.19216, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3811, 17452, -17.70861, -40.45837,  0.118,  0.72441, -0.2126,  0.66142,  1.00,  0.88189, -0.43307, -0.17323,  1.00,  0.53812,  0.12075,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.19216, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3812, 17453, -17.42433, -39.88108, -2.44201E-15,  0.92126,  0.37795,  0.00,  1.00,  0.86614, -0.46457, -0.17323,  1.00,  0.52312,  0.11987,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.14118, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3813, 17454, -8.84276, -45.94145,  0.83784, -0.16535, -0.20472,  0.9685,  1.00, -0.06299, -0.74016,  0.66929,  1.00,  0.89495,  0.1499,  0.04288,  0.47348,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3814, 17455, -8.37687, -45.29362,  1.47544, -0.33858, -0.33858,  0.88189,  1.00, -0.06299, -0.74016,  0.66929,  1.00,  0.89588,  0.13933,  0.09288,  0.47293,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3815, 17456, -8.2433, -46.22945,  0.84372, -0.10236, -0.35433,  0.92913,  1.00, -0.06299, -0.74016,  0.66929,  1.00,  0.90472,  0.1497,  0.04313,  0.49579,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3816, 17457, -7.89748, -45.51886,  1.36372,  0.07874, -0.32283,  0.94488,  1.00, -0.06299, -0.74016,  0.66929,  1.00,  0.90632,  0.13812,  0.0929,  0.4922,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3817, 17456, -8.2433, -46.22945,  0.84372, -0.10236, -0.35433,  0.92913,  1.00, -0.06299, -0.74016,  0.66929,  1.00,  0.90472,  0.1497,  0.04313,  0.49579,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3818, 17455, -8.37687, -45.29362,  1.47544, -0.33858, -0.33858,  0.88189,  1.00, -0.06299, -0.74016,  0.66929,  1.00,  0.89588,  0.13933,  0.09288,  0.47293,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3819, 17456, -8.2433, -46.22945,  0.84372, -0.10236, -0.35433,  0.92913,  1.00, -0.06299, -0.74016,  0.66929,  1.00,  0.90472,  0.1497,  0.04313,  0.49579,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3820, 17457, -7.89748, -45.51886,  1.36372,  0.07874, -0.32283,  0.94488,  1.00, -0.06299, -0.74016,  0.66929,  1.00,  0.90632,  0.13812,  0.0929,  0.4922,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3821, 17458, -7.62956, -46.38357,  0.83555, -0.00787, -0.28346,  0.96063,  1.00, -0.06299, -0.74016,  0.66929,  1.00,  0.92667,  0.1497,  0.04703,  0.51722,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3822, 17459, -7.42558, -45.74449,  1.23497,  0.12598, -0.25984,  0.96063,  1.00, -0.06299, -0.74016,  0.66929,  1.00,  0.92685,  0.13768,  0.09284,  0.51144,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3823, 17458, -7.62956, -46.38357,  0.83555, -0.00787, -0.28346,  0.96063,  1.00, -0.06299, -0.74016,  0.66929,  1.00,  0.92667,  0.1497,  0.04703,  0.51722,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3824, 17457, -7.89748, -45.51886,  1.36372,  0.07874, -0.32283,  0.94488,  1.00, -0.06299, -0.74016,  0.66929,  1.00,  0.90632,  0.13812,  0.0929,  0.4922,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3825, 17459, -7.42558, -45.74449,  1.23497,  0.12598, -0.25984,  0.96063,  1.00, -0.06299, -0.74016,  0.66929,  1.00,  0.92685,  0.13768,  0.09284,  0.51144,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3826, 17460, -6.85004, -45.86635,  1.13419,  0.09449, -0.33858,  0.93701,  1.00, -0.06299, -0.74016,  0.66929, -1.00,  0.93164,  0.13742,  0.0923,  0.53805,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3827, 17458, -7.62956, -46.38357,  0.83555, -0.00787, -0.28346,  0.96063,  1.00, -0.06299, -0.74016,  0.66929,  1.00,  0.92667,  0.1497,  0.04703,  0.51722,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3828, 17461, -6.94914, -46.40808,  0.83013,  0.05512, -0.28346,  0.96063,  1.00, -0.06299, -0.74016,  0.66929, -1.00,  0.93207,  0.14936,  0.05485,  0.53355,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3829, 17458, -7.62956, -46.38357,  0.83555, -0.00787, -0.28346,  0.96063,  1.00, -0.06299, -0.74016,  0.66929,  1.00,  0.92667,  0.1497,  0.04703,  0.51722,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3830, 17460, -6.85004, -45.86635,  1.13419,  0.09449, -0.33858,  0.93701,  1.00, -0.06299, -0.74016,  0.66929, -1.00,  0.93164,  0.13742,  0.0923,  0.53805,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3831, 17461, -6.94914, -46.40808,  0.83013,  0.05512, -0.28346,  0.96063,  1.00, -0.06299, -0.74016,  0.66929, -1.00,  0.93207,  0.14936,  0.05485,  0.53355,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3832, 17460, -6.85004, -45.86635,  1.13419,  0.09449, -0.33858,  0.93701,  1.00, -0.06299, -0.74016,  0.66929, -1.00,  0.93164,  0.13742,  0.0923,  0.53805,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3833, 17462, -6.3024, -46.31227,  0.78054,  0.09449, -0.41732,  0.90551,  1.00, -0.06299, -0.74016,  0.66929, -1.00,  0.93693,  0.14882,  0.06049,  0.5572,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3834, 17463, -6.25991, -45.92068,  1.0595,  0.07087, -0.25197,  0.9685,  1.00, -0.06299, -0.74016,  0.66929, -1.00,  0.93639,  0.13725,  0.0916,  0.5593,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3835, 17462, -6.3024, -46.31227,  0.78054,  0.09449, -0.41732,  0.90551,  1.00, -0.06299, -0.74016,  0.66929, -1.00,  0.93693,  0.14882,  0.06049,  0.5572,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3836, 17460, -6.85004, -45.86635,  1.13419,  0.09449, -0.33858,  0.93701,  1.00, -0.06299, -0.74016,  0.66929, -1.00,  0.93164,  0.13742,  0.0923,  0.53805,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3837, 17464, -5.48265, -45.88729,  1.01216,  0.09449, -0.45669,  0.88189,  1.00, -0.06299, -0.74016,  0.66929, -1.00,  0.94464,  0.13731,  0.09142,  0.58749,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3838, 17462, -6.3024, -46.31227,  0.78054,  0.09449, -0.41732,  0.90551,  1.00, -0.06299, -0.74016,  0.66929, -1.00,  0.93693,  0.14882,  0.06049,  0.5572,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3839, 17463, -6.25991, -45.92068,  1.0595,  0.07087, -0.25197,  0.9685,  1.00, -0.06299, -0.74016,  0.66929, -1.00,  0.93639,  0.13725,  0.0916,  0.5593,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3840, 17464, -5.48265, -45.88729,  1.01216,  0.09449, -0.45669,  0.88189,  1.00, -0.06299, -0.74016,  0.66929, -1.00,  0.94464,  0.13731,  0.09142,  0.58749,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3841, 17465, -4.52529, -46.31227,  0.41506,  0.06299, -0.54331,  0.83465,  1.00, -0.06299, -0.74016,  0.66929, -1.00,  0.95267,  0.14972,  0.03957,  0.62184,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3842, 17462, -6.3024, -46.31227,  0.78054,  0.09449, -0.41732,  0.90551,  1.00, -0.06299, -0.74016,  0.66929, -1.00,  0.93693,  0.14882,  0.06049,  0.5572,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3843, 17465, -4.52529, -46.31227,  0.41506,  0.06299, -0.54331,  0.83465,  1.00, -0.06299, -0.74016,  0.66929, -1.00,  0.95267,  0.14972,  0.03957,  0.62184,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3844, 17464, -5.48265, -45.88729,  1.01216,  0.09449, -0.45669,  0.88189,  1.00, -0.06299, -0.74016,  0.66929, -1.00,  0.94464,  0.13731,  0.09142,  0.58749,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3845, 17466, -4.70905, -45.78746,  0.99262,  0.04724, -0.41732,  0.90551,  1.00, -0.06299, -0.74016,  0.66929, -1.00,  0.95089,  0.13768,  0.09171,  0.61567,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
3846, 17465, -4.52529, -46.31227,  0.41506,  0.06299, -0.54331,  0.83465,  1.00, -0.06299, -0.74016,  0.66929, -1.00,  0.95267,  0.14972,  0.03957,  0.62184,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
